Yearnumber,Periodname,Provider Org Code,Provider Name,Commissioner Org Code,Commissioner Org Name,Nhs1 Population SUM,Nhs1 Number Calls Offered SUM,Nhs1 Calls Through 111 SUM,Nhs1 Calls Through Other SUM,Nhs1 Abandoned Calls SUM,Nhs1 Answered Calls SUM,Nhs1 Answered Through 111 SUM,Nhs1 Answered Through Other SUM,Nhs1 Answered 60sec SUM,Nhs1 Calls Person Triaged SUM,Nhs1 Cnt Caller Terminated SUM,Nhs1 Cnt Caller Referred SUM,Nhs1 Cnt Caller Given Info SUM,Nhs1 Cnt Other Reason SUM,Nhs1 Transferred To Ca SUM,Nhs1 Wtransferred To Ca SUM,Nhs1 Ave Wtransfer Time SUM,Nhs1 Person Offered Call Back SUM,Nhs1 Calls Back Within 10mins SUM,Nhs1 Ave Episode Length SUM,Nhs1 Amb Dispatches SUM,Nhs1 Recommend To Ae SUM,Nhs1 Recommend To Primcare SUM,Nhs1 Rec Contact Prim Com Care SUM,Nhs1 Rec Speak Prim Com Care SUM,Nhs1 Rec Dental Pharmacy SUM,Nhs1 Recommend To Other SUM,Nhs1 Not Recommend SUM,Nhs1 Given Health Information SUM,Nhs1 Recommended Home Care SUM,Nhs1 Recommended Non Clinical SUM,Nhs1 Time Call Handlers SUM,Nhs1 Time Clinical Staff SUM,Nhs1 Cost Call Handlers SUM,Nhs1 Cost Clinical Staff SUM,Ave_Wtransfer_Time_Minutes,Episode_Length_Minutes,Abandonment Rate,Total_Cost,Cost_Per_Answered_Call,A&E_Referral_Rate,PrimaryCare_Referral_Rate,Answered_60sec_Rate,Callback_10min_Compliance,Rank_Answered_60sec,Rank_Callback_Compliance,Combined_Rank,Calls_Offered_Per_1k,Calls_Answered_60sec_Per_1k,Ambulance_Dispatches_Per_1k
2015-16,Sep-15,111AC9,WEST MIDLANDS NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,4618700,69275,69083,192,768,65712,65546,166,59907,56516,3155,0,81,5960,19069,4405,00:00:52,14664,8616,00:14:09,5976,4416,33424,22649,7102,3673,2939,9761,447,3791,5523,518941.7167,72497.58333,7921.0,4826.0,0.87,14.15,0.011086250451100685,12747.0,0.19398283418553688,0.06720233747260775,0.5086437789140492,91.16599707815925,58.756137479541735,375,80,227.5,14.99880918873276,12.970532833914305,1.293870569640808
2015-16,Sep-15,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,317000,3416,3416,0,44,3372,3372,0,3088,2816,133,98,19,306,799,335,00:01:00,464,177,00:15:26,314,315,1727,1309,307,111,53,407,48,222,137,136636.5,42133.0,7921.0,4826.0,1.0,15.43,0.01288056206088993,12747.0,3.780249110320285,0.09341637010676157,0.5121589561091341,91.57769869513642,38.146551724137936,368,295,331.5,10.776025236593059,9.741324921135647,0.9905362776025236
2015-16,Sep-15,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,411800,6253,6253,0,68,6185,6185,0,5559,4977,234,73,27,874,1389,528,00:00:44,861,358,00:15:23,590,516,3092,2329,562,201,89,690,65,390,235,136636.5,42133.0,7921.0,4826.0,0.73,15.38,0.010874780105549335,12747.0,2.060953920776071,0.08342764753435732,0.4999191592562652,89.87873888439773,41.57955865272939,395,244,319.5,15.184555609519183,13.499271491015055,1.4327343370568235
2015-16,Sep-15,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,369000,3579,3579,0,41,3538,3538,0,3256,2926,148,70,15,379,825,322,00:00:31,503,216,00:15:23,360,281,1784,1282,367,135,68,433,55,224,154,136636.5,42133.0,7921.0,4826.0,0.52,15.38,0.011455713886560491,12747.0,3.6028829847371395,0.07942340305257208,0.50423968343697,92.02939513849633,42.94234592445328,356,229,292.5,9.699186991869919,8.823848238482386,0.975609756097561
2015-16,Sep-15,111AD4,NORTH WEST LONDON NHS 111,07P,NHS BRENT CCG,1196300,9158,9158,0,104,9054,9054,0,8240,7100,384,216,51,1303,2001,748,00:00:59,1253,547,00:15:31,918,754,4226,3151,828,247,173,1029,100,525,404,136636.5,42133.0,7921.0,4826.0,0.98,15.52,0.011356191308145884,12747.0,1.4078860172299537,0.08327810912303954,0.46675502540313674,91.00949856417053,43.65522745411013,378,218,298.0,7.655270417119452,6.88790437181309,0.7673660453063613
2015-16,Sep-15,111AD5,NORTH CENTRAL LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,1441000,20474,20474,0,106,19730,19730,0,18650,16498,1538,131,113,0,3666,2338,00:01:36,1328,590,00:12:21,2151,1641,9536,6554,2327,655,444,2726,352,734,1640,136636.5,42133.0,7921.0,4826.0,1.6,12.35,0.005177298036534141,12747.0,0.6460719716168272,0.0831728332488596,0.4833248859604663,94.52610238215915,44.42771084337349,275,212,243.5,14.208188757807077,12.942401110340041,1.4927133934767522
2015-16,Sep-15,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,1021900,16362,15260,1102,206,16156,15147,1009,15747,13283,114,9,59,0,2851,1130,00:00:37,1734,871,00:13:31,1555,1279,7605,5699,1687,219,513,2331,126,896,1309,136636.5,42133.0,7921.0,4826.0,0.62,13.52,0.012590147903679258,12747.0,0.7889948006932409,0.07916563505818272,0.47072295122555086,97.4684327803912,50.23068050749712,68,139,103.5,16.01135140424699,15.409531265290147,1.5216753106957628
2015-16,Sep-15,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1755300,20894,20892,2,80,20697,20695,2,20209,17869,1487,510,408,423,5852,3622,00:00:59,2230,1585,00:09:45,1661,2056,10723,8217,1814,692,638,2791,352,1412,1027,77025.0,76683.0,7921.0,4826.0,0.98,9.75,0.0038288503876711018,12747.0,0.6158863603420786,0.09933806831908006,0.518094409817848,97.64217036285451,71.0762331838565,54,39,46.5,11.90337833988492,11.51313165840597,0.9462769896883724
2015-16,Sep-15,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,884100,11780,11780,0,143,11637,11637,0,11437,8736,536,6,31,0,1964,769,00:00:45,1204,557,00:14:30,1015,989,5233,3911,964,358,164,1335,66,725,544,136636.5,42133.0,7921.0,4826.0,0.75,14.5,0.012139219015280136,12747.0,1.0953854086104666,0.08498753974392026,0.4496863452779926,98.2813439890006,46.262458471760795,22,194,108.0,13.324284583191947,12.93631942087999,1.1480601741884402
2015-16,Sep-15,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5503900,112765,112765,0,2636,109239,109239,0,98110,93687,9331,38,401,5782,21058,3371,00:01:20,17683,4342,00:21:37,9249,7268,58084,36113,8814,13157,3564,15522,1025,5086,9411,769243.0,325037.0,7921.0,4826.0,1.33,21.62,0.02337604753247905,12747.0,0.11668909455414275,0.06653301476578878,0.5317148637391408,89.81224654198591,24.55465701521235,399,472,435.5,20.488199276876394,17.82554188847908,1.6804447755228111
2015-16,Sep-15,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1854600,39194,38595,599,201,38611,38174,437,36766,33546,2799,38,52,2176,5743,2491,00:01:32,3252,985,00:23:07,3924,2675,21546,12840,4759,3947,2414,2987,357,1639,991,136636.5,42133.0,7921.0,4826.0,1.53,23.12,0.0051283359697912945,12747.0,0.3301390795369195,0.06928077490870477,0.5580275051151227,95.22156898293233,30.289052890528907,225,392,308.5,21.133398037312627,19.824220856249326,2.115820122937561
2015-16,Sep-15,111AE2,BUCKINGHAMSHIRE NHS 111,10Y,NHS AYLESBURY VALE CCG,525000,10766,10766,0,59,10613,10613,0,10101,7753,575,4,13,2268,1541,694,00:01:28,847,226,00:28:45,936,737,4815,3501,1049,265,491,774,73,505,196,136636.5,42133.0,7921.0,4826.0,1.47,28.75,0.005480215493219394,12747.0,1.2010741543390182,0.06944313577687741,0.453688872137944,95.17572788090078,26.68240850059032,231,444,337.5,20.506666666666668,19.24,1.782857142857143
2015-16,Sep-15,111AE3,BERKSHIRE NHS 111,11D,NHS WOKINGHAM CCG,904800,16622,16622,0,93,16381,16381,0,15480,15422,903,26,19,11,2957,1322,00:01:25,1635,479,00:21:05,1777,1364,9969,6993,2323,653,751,1561,174,912,475,136636.5,42133.0,7921.0,4826.0,1.42,21.08,0.005594994585489111,12747.0,0.7781576216348208,0.08326719980465173,0.6085709053171358,94.49972529149625,29.296636085626908,277,407,342.0,18.370910698496907,17.108753315649867,1.963969938107869
2015-16,Sep-15,111AE4,SOUTH EAST COAST NHS 111,10D,NHS SWALE CCG,4562700,84471,84471,0,1982,81331,81331,0,64404,71179,3834,435,189,5694,20259,8926,00:01:08,11494,7646,00:12:49,8415,5815,46890,36051,7628,3211,271,9788,691,4854,4243,136636.5,42133.0,7921.0,4826.0,1.13,12.82,0.02346367392359508,12747.0,0.1567299061858332,0.0714979528101216,0.5765329333218576,79.18751767468738,66.52166347659649,457,58,257.5,18.513380235386943,14.115326451443224,1.8443027154974028
2015-16,Sep-15,111AE5,DORSET NHS 111,11J,NHS DORSET CCG,762400,17239,17231,8,123,16339,16336,3,15405,14397,729,1153,29,31,3070,596,00:00:34,2474,491,00:20:50,1898,1015,8908,5646,1510,1752,410,2166,195,768,1203,136914.0,19526.0,7921.0,4826.0,0.57,20.83,0.007134984627878647,12747.0,0.7801579044005141,0.0621213048534182,0.5451986045657629,94.28361588836526,19.8464025869038,292,513,402.5,22.61149003147954,20.205928646379853,2.489506820566632
2015-16,Sep-15,111AE6,BANES & WILTSHIRE NHS 111,99N,NHS WILTSHIRE CCG,664800,10993,10993,0,196,10797,10797,0,9561,9484,393,380,56,484,2526,822,00:00:45,1704,736,00:15:12,1211,898,6190,4306,1261,623,125,1060,129,520,411,136636.5,42133.0,7921.0,4826.0,0.75,15.2,0.017829527881379058,12747.0,1.18060572381217,0.0831712512735019,0.5733074002037603,88.55237565990552,43.1924882629108,417,227,322.0,16.535800240673886,14.381768953068592,1.8216004813477737
2015-16,Sep-15,111AE7,"BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE NHS 111",11H,NHS BRISTOL CCG,929500,23334,23334,0,370,22964,22964,0,20393,19046,1004,566,99,2249,5088,1885,00:00:58,3203,1389,00:14:50,2283,1774,12430,8477,2413,1540,173,2386,251,1123,1012,136636.5,42133.0,7921.0,4826.0,0.97,14.83,0.015856689808862606,12747.0,0.5550862219125587,0.07725134993903501,0.5412820066190559,88.80421529350288,43.36559475491726,410,224,317.0,25.103819257665414,21.939752555137172,2.4561592253899946
2015-16,Sep-15,111AE8,GLOUCESTERSHIRE & SWINDON NHS 111,11M,NHS GLOUCESTERSHIRE CCG,838900,12097,12097,0,253,11844,11844,0,10496,9707,447,610,39,1041,2630,915,00:00:56,1715,715,00:14:51,1260,911,6243,4482,1396,365,107,1186,119,602,465,136636.5,42133.0,7921.0,4826.0,0.93,14.85,0.02091427626684302,12747.0,1.076241134751773,0.07691658223573117,0.5271023302938197,88.61870989530564,41.690962099125365,416,243,329.5,14.420073906305877,12.511622362617715,1.5019668613660746
2015-16,Sep-15,111AE9,SOMERSET NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,543600,11348,11348,0,143,10808,10808,0,10098,8348,472,38,10,1940,2945,2266,00:00:01,679,236,00:10:48,1034,623,4997,3306,1015,676,654,1040,17,532,491,123496.0,8898.0,7921.0,4826.0,0.02,10.8,0.01260133944307367,12747.0,1.1794041450777202,0.05764248704663212,0.46234270910436714,93.43079200592153,34.75699558173785,322,333,327.5,20.875643855776307,18.576158940397352,1.9021339220014717
2015-16,Sep-15,111AF1,CORNWALL NHS 111,11N,NHS KERNOW CCG,553200,10875,10787,88,733,9466,9443,23,6648,8589,359,480,18,20,1780,300,00:01:02,1480,269,00:21:46,1185,521,5062,3505,1256,301,311,1510,140,399,971,75467.0,11321.0,7921.0,4826.0,1.03,21.77,0.06740229885057471,12747.0,1.3466089161208536,0.05503908725966617,0.5347559687301923,70.2302979083034,18.175675675675677,497,520,508.5,19.65835140997831,12.017353579175705,2.1420824295010843
2015-16,Sep-15,111AF2,DEVON NHS 111,99P,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG",1158100,26599,26523,76,1775,23416,23407,9,16359,21491,837,1003,55,30,4732,732,00:01:04,4000,1736,00:16:23,2622,1452,13974,8994,4187,793,340,3103,406,780,1917,189535.0,30097.0,7921.0,4826.0,1.07,16.38,0.06673183202376029,12747.0,0.5443713700034165,0.062008882815169114,0.5967714383327639,69.86248718824736,43.4,499,222,360.5,22.967792073223382,14.125723167256714,2.2640531905707624
2015-16,Sep-15,111AF3,BEDFORDSHIRE NHS 111,06F,NHS BEDFORDSHIRE CCG,434000,4941,4941,0,29,4869,4869,0,4632,3322,205,11,5,1326,669,293,00:01:25,376,114,00:28:11,380,367,2112,1329,414,369,79,384,53,220,111,136636.5,42133.0,7921.0,4826.0,1.42,28.18,0.005869257235377454,12747.0,2.617991373998768,0.075374820291641,0.43376463339494764,95.13247073321011,30.319148936170215,235,391,313.0,11.38479262672811,10.672811059907835,0.8755760368663594
2015-16,Sep-15,111AF4,STAFFORDSHIRE NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,1112600,23283,23255,28,228,21945,21924,21,20757,17532,732,63,11,3607,6629,5336,00:00:01,1293,423,00:11:18,2229,1516,10575,7285,2156,1134,1160,2052,29,1237,786,209680.0,56454.0,7921.0,4826.0,0.02,11.3,0.009792552506120345,12747.0,0.5808612440191387,0.06908179539758487,0.4818865345181135,94.58646616541353,32.71461716937355,270,361,315.5,20.926658277907602,18.656300557253278,2.003415423332734
2015-16,Sep-15,111AF5,NORTH WEST EXC BLACKPOOL NHS 111,00R,NHS BLACKPOOL CCG,6726400,66426,66426,0,414,65377,65377,0,62429,58226,3039,0,460,3652,16037,8825,00:00:13,7212,3280,00:13:55,8210,6503,32674,22025,5712,4937,658,10181,1035,3804,5342,284106.0,199296.0,7921.0,4826.0,0.22,13.92,0.006232499322554421,12747.0,0.19497682671275832,0.09946923229882068,0.4997782094620432,95.49076892485124,45.479755962285076,212,199,205.5,9.87541627021884,9.28119053282588,1.2205637488106564
2015-16,Sep-15,111AF6,BLACKPOOL NHS 111,00R,NHS BLACKPOOL CCG,467200,13632,13632,0,53,13380,13380,0,13057,11757,1095,0,14,514,2699,2368,00:00:13,331,232,00:07:41,965,1125,7153,5853,975,325,121,2393,94,692,1607,49349.0,30425.0,7921.0,4826.0,0.22,7.68,0.003887910798122066,12747.0,0.9526905829596413,0.08408071748878924,0.5346038863976084,97.58594917787742,70.09063444108762,57,41,49.0,29.17808219178082,27.947345890410958,2.065496575342466
2015-16,Oct-15,111AA1,NORTH EAST ENGLAND NHS 111,00N,NHS SOUTH TYNESIDE CCG,2623300,60282,58503,1779,435,53346,51898,1448,51466,49003,1780,202,1396,1924,16610,9099,00:01:00,7511,3276,00:16:10,8083,4475,26895,17684,6393,2818,3309,6241,966,2663,2612,748764.0,138154.0,7921.0,4826.0,1.0,16.17,0.007216084403304469,12747.0,0.2389494994938702,0.08388632699733813,0.5041615116409852,96.47583698871517,43.61602982292637,140,219,179.5,22.979453360271414,19.618800747150534,3.081233560782221
2015-16,Oct-15,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,733200,13777,13777,0,137,13640,13640,0,12706,11871,383,402,43,941,2939,1317,00:00:45,1622,771,00:12:25,1611,1115,7727,5501,1697,529,309,1109,112,614,383,136636.5,42133.0,7921.0,4826.0,0.75,12.42,0.009944109748130942,12747.0,0.9345307917888563,0.08174486803519061,0.5664956011730206,93.1524926686217,47.53390875462392,332,170,251.0,18.790234588106927,17.32951445717403,2.19721767594108
2015-16,Oct-15,111AA3,LUTON NHS 111,06P,NHS LUTON CCG,213700,3093,3093,0,9,3063,3063,0,3001,3388,172,7,2,0,664,280,00:01:17,384,105,00:26:59,377,278,2269,1611,440,218,130,334,28,210,96,136636.5,42133.0,7921.0,4826.0,1.28,26.98,0.002909796314258002,12747.0,4.161606268364348,0.09076069213189683,0.7407770159973882,97.9758406790728,27.34375,28,436,232.0,14.473561066916238,14.043051006083294,1.7641553579784743
2015-16,Oct-15,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,1002400,22474,22355,119,133,21409,21295,114,20381,20255,2,0,0,1152,4635,1314,00:00:41,3321,1143,00:18:05,2329,1637,11080,7039,2697,1344,540,4669,370,1021,3278,140967.0,38944.0,7921.0,4826.0,0.68,18.08,0.005917949630684346,12747.0,0.5954038021392872,0.07646316969498809,0.517539352608716,95.19828109673502,34.417344173441734,229,338,283.5,22.420191540303275,20.332202713487632,2.3234237829209894
2015-16,Oct-15,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,1006500,23285,22600,685,176,22733,22084,649,21636,21026,2,0,0,1705,5316,1450,00:00:19,3866,2727,00:17:49,2279,1529,12408,7739,3806,863,1098,3712,319,1023,2370,142881.0,47179.0,7921.0,4826.0,0.32,17.82,0.007558514064848615,12747.0,0.5607266968723882,0.06725905071921875,0.5458144547574011,95.17441604715611,70.53802379720642,232,40,136.0,23.134624937903627,21.496274217585693,2.2642821659215104
2015-16,Oct-15,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,140000,4920,4888,32,98,4666,4645,21,4497,4484,61,20,17,84,724,705,00:00:37,19,5,00:07:34,495,310,3003,1712,751,540,322,354,44,237,73,28817.0,9544.0,7242.0,4379.0,0.62,7.57,0.01991869918699187,11621.0,2.4905700814402056,0.06643806258036862,0.643591941705958,96.37805400771539,26.31578947368421,146,451,298.5,35.14285714285714,32.121428571428574,3.5357142857142856
2015-16,Oct-15,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,568200,11722,11722,0,51,11281,11281,0,10816,9198,2599,249,58,0,1684,1087,00:02:52,597,244,00:11:35,1004,614,4171,3016,945,210,290,3119,183,294,2642,136636.5,42133.0,7921.0,4826.0,2.87,11.58,0.004350793379969288,12747.0,1.129953018349437,0.05442779895399344,0.3697367254676004,95.87802499778388,40.871021775544385,188,254,221.0,20.63005983808518,19.035550862372403,1.7669834565293911
2015-16,Oct-15,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,295700,13390,13390,0,114,13276,13276,0,12357,9649,493,97,49,2988,2711,1147,00:00:48,1564,730,00:14:58,1116,933,5935,4473,1097,365,211,1454,114,762,578,136636.5,42133.0,7921.0,4826.0,0.8,14.97,0.008513816280806573,12747.0,0.9601536607411871,0.0702771919252787,0.44704730340463994,93.07773425730642,46.67519181585678,335,185,260.0,45.282380791342575,41.788975312817044,3.7740953669259385
2015-16,Oct-15,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,380800,4530,4530,0,36,4494,4494,0,4211,3814,172,97,12,399,1055,430,00:00:42,625,293,00:14:27,464,371,2363,1768,463,132,113,503,44,269,190,136636.5,42133.0,7921.0,4826.0,0.7,14.45,0.007947019867549669,12747.0,2.836448598130841,0.08255451713395638,0.5258121940364932,93.7027147307521,46.88,313,182,247.5,11.896008403361344,11.058298319327731,1.2184873949579833
2015-16,Oct-15,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1143000,30225,24205,6020,207,26288,23128,3160,25544,20812,0,11,0,5465,5632,4805,00:00:43,827,653,00:10:07,1862,1529,13468,9714,2887,867,1371,2582,465,1474,643,440470.0,202552.0,7921.0,4826.0,0.72,10.12,0.00684863523573201,12747.0,0.4848980523432745,0.05816342057212416,0.5123250152160682,97.16981132075472,78.96009673518742,81,14,47.5,26.443569553805776,22.34820647419073,1.6290463692038495
2015-16,Oct-15,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,215100,5100,4923,177,24,5076,4903,173,4799,4557,11,0,16,492,1318,681,00:01:55,637,204,00:18:25,507,305,2648,1565,904,179,272,825,52,291,482,22687.81667,10641.55,7921.0,4826.0,1.92,18.42,0.004705882352941176,12747.0,2.5112293144208038,0.06008668242710796,0.5216706067769897,94.54294720252166,32.025117739403456,274,368,321.0,23.709902370990235,22.310553231055323,2.3570432357043236
2015-16,Oct-15,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,658400,15756,15654,102,114,15478,15376,102,14319,13492,1571,18,19,378,2556,1041,00:01:23,1515,394,00:21:36,1408,1170,8640,6110,1791,739,978,1296,106,778,412,136636.5,42133.0,7921.0,4826.0,1.38,21.6,0.0072353389185072356,12747.0,0.8235560149890166,0.07559116164879183,0.5582116552526166,92.51195244863678,26.00660066006601,345,453,399.0,23.93074119076549,21.748177399756983,2.138517618469016
2015-16,Oct-15,111AB9,NORFOLK NHS 111,06W,NHS NORWICH CCG,783600,21045,20131,914,169,20876,19962,914,18857,18471,23,4,66,2312,4734,2737,00:01:42,1997,596,00:15:16,2247,1338,10114,6346,2847,921,1116,3656,300,1235,2121,102365.8167,36398.91667,7921.0,4826.0,1.7,15.27,0.008030411023996199,12747.0,0.6106054799770071,0.06409273807242767,0.4844797853995018,90.32860701283771,29.84476715072609,392,402,397.0,26.856814701378255,24.064573762123533,2.867534456355283
2015-16,Oct-15,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,626600,12916,12916,0,131,12785,12785,0,11730,11074,344,370,39,958,2679,1269,00:00:47,1410,657,00:11:43,1260,1013,7196,4906,1628,662,411,1194,85,573,536,136636.5,42133.0,7921.0,4826.0,0.78,11.72,0.010142458965624032,12747.0,0.9970277669143528,0.07923347673054361,0.5628470864294095,91.74814235432147,46.59574468085106,362,189,275.5,20.612831152250237,18.720076603894032,2.010852218321098
2015-16,Oct-15,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,1007700,20398,20101,297,112,20286,19995,291,18821,18160,53,3,53,2017,5208,2590,00:02:30,2618,762,00:16:53,1456,1361,10964,6725,3543,696,877,3502,287,1203,2012,91715.86667,42905.43333,7921.0,4826.0,2.5,16.88,0.00549073438572409,12747.0,0.6283643892339544,0.0670906043576851,0.5404712609681553,92.77827072858129,29.106187929717343,340,408,374.0,20.24213555621713,18.677185670338396,1.4448744666071252
2015-16,Oct-15,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,771500,16374,16018,356,42,16332,15980,352,15418,13907,177,29,6,2213,4287,2319,00:01:29,1883,443,00:14:42,1130,1128,8718,5709,2479,530,893,2038,266,1140,632,3424.766667,2032.383333,7921.0,4826.0,1.48,14.7,0.002565042139978014,12747.0,0.7804922850844966,0.06906686260102865,0.5337986774430565,94.40362478569679,23.526287838555497,285,478,381.5,21.22359040829553,19.984445884640312,1.4646791963707064
2015-16,Oct-15,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,871900,23852,14813,9039,150,18419,14049,4370,17830,14816,16,4,178,3405,4292,3442,00:00:36,850,662,00:10:00,1669,1182,10265,6168,3358,739,225,1475,278,922,275,366452.0,124335.0,7921.0,4826.0,0.6,10.0,0.006288780815025994,12747.0,0.6920571149356642,0.06417286497638308,0.5573049568380477,96.80221510396872,77.88235294117646,112,17,64.5,27.356348205069388,20.449592843215964,1.914210345223076
2015-16,Oct-15,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,702300,16671,16671,0,81,16339,16339,0,15556,15571,1,0,0,767,3575,930,00:00:27,2645,881,00:17:11,1635,1328,9157,6671,2129,357,327,3124,266,750,2108,107989.0,31064.0,7921.0,4826.0,0.45,17.18,0.004858736728450603,12747.0,0.7801579044005141,0.08127792398555603,0.5604382153130546,95.20778505416489,33.30812854442344,227,353,290.0,23.73771892353695,22.15007831411078,2.3280649295173004
2015-16,Oct-15,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,268900,4885,4885,0,40,4845,4845,0,4520,4069,171,189,22,394,1017,446,00:01:12,571,268,00:13:18,394,427,2649,1756,530,363,92,507,62,272,173,136636.5,42133.0,7921.0,4826.0,1.2,13.3,0.008188331627430911,12747.0,2.6309597523219814,0.08813209494324045,0.5467492260061919,93.2920536635707,46.93520140105078,330,181,255.5,18.166604685756788,16.80922275939011,1.4652287095574563
2015-16,Oct-15,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1044200,19737,19737,0,106,19310,19310,0,18464,18263,2,0,0,1045,3906,1097,00:00:28,2809,939,00:17:10,2026,1389,9413,5905,2523,985,569,4866,314,810,3742,121734.0,34172.0,7921.0,4826.0,0.47,17.17,0.005370623701677053,12747.0,0.6601242879337131,0.0719316416364578,0.48746763335059556,95.61885033661316,33.42826628693486,204,350,277.0,18.901551426929707,17.682436314882207,1.9402413330779544
2015-16,Oct-15,111AC9,WEST MIDLANDS NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,4618700,79758,79758,0,453,75697,75697,0,72426,67303,4225,0,0,4169,24724,9290,00:00:57,15434,7343,00:17:42,7104,5608,41665,28612,8875,4178,2825,10101,472,4930,4699,645642.0,108452.0,7921.0,4826.0,0.95,17.7,0.005679681035131272,12747.0,0.16839504868092528,0.07408483823665403,0.5504181143242136,95.67882478830072,47.576778540883765,201,166,183.5,17.26849546409163,15.681035789291357,1.5380951349946954
2015-16,Oct-15,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,317000,3539,3539,0,22,3517,3517,0,3269,2985,161,92,7,272,831,366,00:00:53,465,212,00:14:55,304,330,1852,1359,369,124,70,429,24,243,162,136636.5,42133.0,7921.0,4826.0,0.88,14.92,0.006216445323537723,12747.0,3.6243957918680696,0.09382996872334376,0.5265851578049474,92.94853568382145,45.59139784946237,339,197,268.0,11.164037854889589,10.31230283911672,0.9589905362776026
2015-16,Oct-15,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,411800,6674,6674,0,52,6622,6622,0,6166,5607,236,100,13,666,1575,693,00:01:00,882,393,00:14:29,580,535,3615,2732,678,205,135,742,49,455,238,136636.5,42133.0,7921.0,4826.0,1.0,14.48,0.007791429427629608,12747.0,1.9249471458773784,0.08079130172153429,0.5459075807913017,93.11386288130474,44.5578231292517,334,211,272.5,16.206896551724135,14.973288003885381,1.4084507042253522
2015-16,Oct-15,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,369000,3858,3858,0,32,3826,3826,0,3578,3286,148,76,15,301,956,414,00:00:49,542,271,00:14:45,338,324,2043,1509,412,122,84,497,38,298,161,136636.5,42133.0,7921.0,4826.0,0.82,14.75,0.00829445308449974,12747.0,3.331677992681652,0.08468374281233665,0.5339780449555672,93.51803450078411,50.0,318,141,229.5,10.455284552845528,9.696476964769646,0.915989159891599
2015-16,Oct-15,111AD4,NORTH WEST LONDON NHS 111,07P,NHS BRENT CCG,1196300,9321,9321,0,70,9251,9251,0,8707,7664,370,217,33,967,2234,927,00:00:51,1307,575,00:15:37,888,770,4709,3476,948,285,179,1118,97,637,384,136636.5,42133.0,7921.0,4826.0,0.85,15.62,0.00750992382791546,12747.0,1.3779050913414765,0.08323424494649227,0.5090260512377041,94.11955464274132,43.993879112471305,300,214,257.0,7.7915238652511905,7.278274680264148,0.7422887235643233
